tripduration,starttime,stoptime,start station id,end station id,bikeid,usertype,birth year,gender
713,2019-06-28 08:23:36.0600,2019-06-28 08:35:29.5140,3166,3375,17590,Subscriber,1959,1
341,2019-06-15 11:29:43.1940,2019-06-15 11:35:24.9290,532,3093,16595,Subscriber,1989,2
1225,2019-06-05 19:05:33.1830,2019-06-05 19:25:58.9800,3142,3620,30970,Subscriber,1957,1
509,2019-06-26 20:59:30.7950,2019-06-26 21:08:00.4000,3137,3375,28401,Subscriber,1991,1
574,2019-06-14 12:55:38.8490,2019-06-14 13:05:13.4580,347,312,31388,Subscriber,1988,1
1771,2019-06-09 15:40:37.4960,2019-06-09 16:10:09.2180,347,3173,27257,Subscriber,1996,1
626,2019-06-26 22:02:47.0510,2019-06-26 22:13:14.0110,334,507,38432,Subscriber,1988,2
915,2019-06-21 15:52:07.8340,2019-06-21 16:07:23.6810,359,483,29904,Subscriber,1964,2
864,2019-06-15 20:51:09.7020,2019-06-15 21:05:34.0240,3711,434,15190,Subscriber,1978,1
496,2019-06-22 06:39:43.6110,2019-06-22 06:48:00.1270,3553,3622,32159,Subscriber,1983,1
262,2019-06-19 11:01:52.2730,2019-06-19 11:06:14.5210,497,2003,34020,Subscriber,1985,1
452,2019-06-22 18:56:38.9660,2019-06-22 19:04:11.7810,517,507,21466,Subscriber,1986,1
420,2019-06-14 09:35:24.9690,2019-06-14 09:42:25.6350,388,334,34938,Subscriber,1984,1
1221,2019-06-10 18:47:48.3650,2019-06-10 19:08:10.0450,3258,458,26635,Subscriber,1977,1
354,2019-06-12 11:06:47.6330,2019-06-12 11:12:41.7570,545,540,30606,Subscriber,1963,1
1313,2019-06-25 19:40:04.5750,2019-06-25 20:01:58.4260,3712,432,27391,Subscriber,1995,1
3248,2019-06-14 13:28:45.3050,2019-06-14 14:22:53.3220,281,3143,33107,Customer,1969,0
1336,2019-06-03 18:07:02.7640,2019-06-03 18:29:19.3640,476,347,33764,Subscriber,1994,1
239,2019-06-22 18:17:26.9970,2019-06-22 18:21:26.5910,411,317,26901,Subscriber,1998,1
993,2019-06-06 17:59:14.8480,2019-06-06 18:15:48.5060,472,128,27590,Subscriber,1993,2
631,2019-06-23 16:13:23.2330,2019-06-23 16:23:54.6280,3254,3254,16983,Subscriber,1987,2
276,2019-06-04 14:38:41.5050,2019-06-04 14:43:17.9130,3087,539,34966,Subscriber,1989,2
381,2019-06-06 18:54:57.4500,2019-06-06 19:01:18.6490,3258,490,16050,Subscriber,1959,1
1092,2019-06-07 15:44:17.6110,2019-06-07 16:02:29.7210,252,3255,35116,Subscriber,1982,1
258,2019-06-05 20:25:16.8200,2019-06-05 20:29:35.0540,3370,3151,32952,Subscriber,1994,1
405,2019-06-25 12:03:06.9680,2019-06-25 12:09:52.5420,3233,492,33931,Subscriber,1978,1
317,2019-06-04 18:21:19.1270,2019-06-04 18:26:36.1960,3050,3052,31063,Subscriber,1986,1
463,2019-06-12 18:57:14.2350,2019-06-12 19:04:57.7970,2021,3712,31536,Subscriber,1989,2
2042,2019-06-17 17:46:09.2780,2019-06-17 18:20:12.1250,3435,342,18541,Subscriber,1973,1
1213,2019-06-20 13:34:52.7470,2019-06-20 13:55:06.2190,492,251,34163,Subscriber,1980,1
423,2019-06-16 19:58:23.1730,2019-06-16 20:05:26.6340,467,3576,20253,Subscriber,1962,2
142,2019-06-30 11:36:00.9170,2019-06-30 11:38:23.0810,285,335,32420,Subscriber,1986,1
748,2019-06-27 08:28:21.1910,2019-06-27 08:40:49.9170,2022,517,38370,Subscriber,1972,1
1901,2019-06-07 00:23:12.3620,2019-06-07 00:54:53.9420,3173,368,27809,Customer,1993,1
1296,2019-06-24 07:31:33.9900,2019-06-24 07:53:10.0890,3486,268,29313,Subscriber,1984,1
778,2019-06-02 16:12:00.1960,2019-06-02 16:24:58.2890,427,309,17279,Customer,1991,1
286,2019-06-04 09:58:17.2120,2019-06-04 10:03:03.7410,500,72,19259,Subscriber,1984,2
116,2019-06-30 13:17:56.5420,2019-06-30 13:19:52.7750,224,387,39206,Subscriber,1987,2
147,2019-06-07 17:32:32.5030,2019-06-07 17:34:59.9070,128,3467,34071,Subscriber,1981,1
582,2019-06-24 10:53:28.9410,2019-06-24 11:03:10.9550,468,523,34042,Subscriber,1987,1
829,2019-06-11 11:58:11.9210,2019-06-11 12:12:00.9250,297,517,35060,Subscriber,1990,1
360,2019-06-02 13:30:35.2990,2019-06-02 13:36:35.6710,259,279,33921,Subscriber,1982,2
1890,2019-06-26 08:04:07.8920,2019-06-26 08:35:38.0780,3366,3708,31455,Subscriber,1990,1
1612,2019-06-01 13:54:38.2600,2019-06-01 14:21:30.7950,354,3117,15273,Subscriber,1964,1
917,2019-06-03 12:16:26.2490,2019-06-03 12:31:44.0070,3435,150,34098,Subscriber,1962,2
621,2019-06-11 15:06:14.0890,2019-06-11 15:16:36.0170,270,3419,31059,Customer,1969,0
4569,2019-06-15 10:42:27.7060,2019-06-15 11:58:36.8950,504,405,25174,Customer,1988,2
1044,2019-06-26 08:32:36.2760,2019-06-26 08:50:00.2960,3733,3708,38725,Subscriber,1994,1
1715,2019-06-17 11:16:21.8430,2019-06-17 11:44:57.4340,281,3143,27676,Customer,1969,0
2094,2019-06-04 06:29:51.8800,2019-06-04 07:04:46.8360,539,304,31320,Subscriber,1984,2
267,2019-06-29 10:59:23.2350,2019-06-29 11:03:50.5910,383,435,26663,Subscriber,1964,1
1311,2019-06-28 12:15:11.9050,2019-06-28 12:37:02.9430,3345,422,31538,Subscriber,1989,1
748,2019-06-08 14:08:29.0750,2019-06-08 14:20:57.0890,3526,3609,29005,Subscriber,1987,2
2330,2019-06-30 18:15:21.5340,2019-06-30 18:54:11.7880,439,439,19986,Subscriber,1999,1
1163,2019-06-03 18:12:59.8520,2019-06-03 18:32:22.9450,261,403,30369,Subscriber,1997,2
526,2019-06-16 12:16:18.5600,2019-06-16 12:25:05.1230,439,3641,32971,Subscriber,1995,1
75,2019-06-20 10:31:39.0200,2019-06-20 10:32:54.7150,3409,3409,27117,Subscriber,1988,2
936,2019-06-20 13:52:36.1970,2019-06-20 14:08:12.9920,3749,3263,27992,Subscriber,1996,1
671,2019-06-30 18:41:44.0820,2019-06-30 18:52:55.5360,168,405,30044,Subscriber,1985,1
1370,2019-06-29 16:33:47.8970,2019-06-29 16:56:38.3880,3617,3611,38889,Customer,1969,0
909,2019-06-21 09:18:09.2250,2019-06-21 09:33:18.6370,3434,499,30202,Subscriber,1983,1
914,2019-06-13 06:56:00.2010,2019-06-13 07:11:14.8410,3697,465,32151,Subscriber,1975,1
420,2019-06-12 08:44:50.8570,2019-06-12 08:51:51.7810,310,2000,31276,Subscriber,1990,1
256,2019-06-17 14:38:05.1240,2019-06-17 14:42:21.1510,2021,480,34293,Subscriber,1985,2
955,2019-06-26 14:33:47.1050,2019-06-26 14:49:42.7300,3520,3137,25856,Subscriber,1974,1
633,2019-06-24 15:40:36.1510,2019-06-24 15:51:09.7620,3556,3124,26146,Subscriber,1976,1
1523,2019-06-27 19:14:01.4140,2019-06-27 19:39:24.7390,495,3226,32988,Subscriber,1971,2
1076,2019-06-24 19:22:35.7150,2019-06-24 19:40:32.2840,462,229,36383,Subscriber,1963,1
618,2019-06-03 23:06:30.3900,2019-06-03 23:16:49.0830,3309,3286,18824,Customer,1998,1
1503,2019-06-28 17:45:01.6690,2019-06-28 18:10:04.8370,435,195,39121,Customer,1969,0
185,2019-06-17 22:52:35.1960,2019-06-17 22:55:40.9910,3576,3549,26081,Subscriber,1987,2
765,2019-06-08 10:19:24.3820,2019-06-08 10:32:10.0080,529,3708,26557,Subscriber,1990,1
477,2019-06-24 14:49:26.6120,2019-06-24 14:57:24.1320,3087,481,32857,Subscriber,1981,2
758,2019-06-17 09:25:18.7550,2019-06-17 09:37:56.8260,3255,116,33031,Subscriber,1981,1
317,2019-06-20 18:05:26.8010,2019-06-20 18:10:44.0330,224,82,33957,Subscriber,1969,1
375,2019-06-03 08:56:52.0990,2019-06-03 09:03:07.6840,3233,469,35259,Subscriber,1984,1
420,2019-06-18 09:51:59.8540,2019-06-18 09:59:00.2420,519,3687,34140,Subscriber,1980,1
722,2019-06-27 20:23:51.3070,2019-06-27 20:35:54.2660,411,3788,25973,Subscriber,1986,1
1171,2019-06-03 14:16:44.9190,2019-06-03 14:36:15.9740,414,282,27682,Customer,1969,0
1084,2019-06-04 11:20:13.3170,2019-06-04 11:38:17.9590,526,3141,28629,Subscriber,1986,1
4179,2019-06-09 12:50:00.6180,2019-06-09 13:59:40.1860,3292,3292,31463,Customer,1993,2
1247,2019-06-25 12:01:12.0780,2019-06-25 12:21:59.6040,522,545,38054,Subscriber,1963,1
369,2019-06-12 14:38:40.3550,2019-06-12 14:44:49.4510,3423,3365,32303,Subscriber,2001,1
523,2019-06-13 16:30:26.8610,2019-06-13 16:39:10.2570,3370,3131,28074,Subscriber,1992,1
795,2019-06-05 21:00:39.3410,2019-06-05 21:13:55.0990,2000,3429,17649,Subscriber,1975,1
814,2019-06-26 16:07:46.4440,2019-06-26 16:21:20.8200,3788,276,28069,Subscriber,1998,1
1502,2019-06-24 17:43:40.7180,2019-06-24 18:08:42.9950,3472,360,32742,Customer,1985,1
1089,2019-06-26 18:36:06.4810,2019-06-26 18:54:15.5280,3459,483,16326,Subscriber,1987,1
461,2019-06-20 06:02:40.0940,2019-06-20 06:10:21.5240,3301,3283,31139,Customer,1964,1
183,2019-06-09 10:41:25.1310,2019-06-09 10:44:28.5570,3360,3285,35391,Subscriber,1986,1
412,2019-06-15 12:39:46.4310,2019-06-15 12:46:38.8720,539,3714,15856,Subscriber,1981,1
400,2019-06-17 21:31:01.7980,2019-06-17 21:37:42.7960,280,445,21545,Subscriber,1995,2
1782,2019-06-29 12:47:29.1400,2019-06-29 13:17:11.4280,285,366,33845,Subscriber,1992,1
912,2019-06-24 08:42:10.5140,2019-06-24 08:57:22.9460,400,315,34949,Subscriber,1971,2
377,2019-06-01 15:04:38.7810,2019-06-01 15:10:56.3580,3166,3171,28743,Subscriber,1994,1
283,2019-06-23 19:25:47.0800,2019-06-23 19:30:30.3320,217,321,31034,Subscriber,1966,1
586,2019-06-14 13:55:54.7590,2019-06-14 14:05:41.0500,507,492,32668,Subscriber,1969,1
541,2019-06-01 09:15:46.1990,2019-06-01 09:24:47.9530,281,3156,34196,Subscriber,1989,1
278,2019-06-02 10:25:18.1190,2019-06-02 10:29:56.3940,347,3746,34960,Subscriber,1981,2
368,2019-06-03 18:48:59.3860,2019-06-03 18:55:07.5060,389,3714,32560,Subscriber,1986,2
308,2019-06-14 12:28:27.4910,2019-06-14 12:33:36.0460,393,237,14717,Subscriber,2000,1
4812,2019-06-29 11:11:03.5480,2019-06-29 12:31:15.9780,3718,326,25329,Customer,1969,0
574,2019-06-04 06:41:40.7080,2019-06-04 06:51:15.2240,270,3674,26843,Subscriber,1987,2
334,2019-06-23 19:10:36.0110,2019-06-23 19:16:10.5440,473,303,30243,Subscriber,1991,1
355,2019-06-24 12:27:25.7980,2019-06-24 12:33:20.8490,168,285,35207,Subscriber,1950,1
114,2019-06-12 20:34:57.3140,2019-06-12 20:36:51.4270,314,3402,33794,Subscriber,1986,2
292,2019-06-07 09:32:17.8930,2019-06-07 09:37:10.5090,127,116,31227,Subscriber,1978,1
519,2019-06-11 16:25:31.4390,2019-06-11 16:34:11.1500,3749,325,35190,Subscriber,1988,2
355,2019-06-11 15:01:41.0340,2019-06-11 15:07:36.0510,2023,519,30286,Subscriber,1963,1
296,2019-06-19 15:28:23.2850,2019-06-19 15:33:19.7320,224,3461,21003,Subscriber,1969,2
113,2019-06-11 07:22:18.0110,2019-06-11 07:24:11.7260,432,326,30734,Subscriber,1991,1
442,2019-06-16 13:08:09.2900,2019-06-16 13:15:32.2850,331,3263,29924,Subscriber,1986,1
2146,2019-06-02 13:08:32.4530,2019-06-02 13:44:18.7000,3347,313,28497,Customer,1969,0
1442,2019-06-02 14:03:56.6550,2019-06-02 14:27:59.4330,3724,3521,33821,Customer,1969,0
415,2019-06-01 08:53:17.2850,2019-06-01 09:00:12.9130,3649,3536,28703,Subscriber,1977,1
1070,2019-06-12 07:41:14.1930,2019-06-12 07:59:04.2990,3046,3349,28440,Subscriber,1988,1
844,2019-06-02 13:58:53.2790,2019-06-02 14:12:58.0470,150,151,16060,Subscriber,1991,1
444,2019-06-17 16:59:12.2510,2019-06-17 17:06:37.1060,472,492,30510,Subscriber,1961,1
749,2019-06-29 08:50:10.5920,2019-06-29 09:02:39.9820,3618,3142,30576,Subscriber,1986,1
2563,2019-06-16 13:58:30.8740,2019-06-16 14:41:14.4900,493,460,35371,Subscriber,1989,1
1781,2019-06-30 15:09:54.3270,2019-06-30 15:39:35.9110,224,341,18065,Customer,1996,2
455,2019-06-29 11:36:32.8580,2019-06-29 11:44:08.4510,3102,3107,39784,Subscriber,1994,1
614,2019-06-27 09:26:05.2600,2019-06-27 09:36:19.7330,265,340,32092,Subscriber,1957,2
474,2019-06-06 18:52:10.2830,2019-06-06 19:00:04.6440,303,3708,28240,Subscriber,1976,1
558,2019-06-21 19:34:59.6110,2019-06-21 19:44:18.3180,3327,3286,32965,Subscriber,1982,1
2422,2019-06-16 18:41:33.2320,2019-06-16 19:21:55.6550,540,3687,33909,Subscriber,1986,1
687,2019-06-13 19:33:30.8310,2019-06-13 19:44:58.2780,3689,3502,31045,Subscriber,1990,1
2241,2019-06-27 22:09:42.5070,2019-06-27 22:47:04.2170,3112,3584,38979,Subscriber,1980,1
663,2019-06-20 09:48:05.2440,2019-06-20 09:59:08.7640,3134,3724,30917,Customer,1968,1
515,2019-06-06 18:30:10.6020,2019-06-06 18:38:46.2790,467,275,33312,Subscriber,1989,2
266,2019-06-19 19:23:44.8750,2019-06-19 19:28:11.2480,3350,3689,38309,Subscriber,1971,1
825,2019-06-29 17:30:20.9090,2019-06-29 17:44:06.7340,369,458,38452,Subscriber,1998,1
803,2019-06-06 18:32:54.8820,2019-06-06 18:46:18.4660,405,426,27751,Customer,1997,1
555,2019-06-15 21:48:00.1630,2019-06-15 21:57:15.5660,2017,441,19112,Subscriber,1987,1
1056,2019-06-06 11:16:20.8090,2019-06-06 11:33:57.0780,3294,2023,15537,Subscriber,1980,1
1383,2019-06-24 16:16:13.9350,2019-06-24 16:39:17.6490,3137,3320,30076,Customer,1987,1
558,2019-06-25 15:45:26.4250,2019-06-25 15:54:45.0510,362,478,27308,Subscriber,1988,1
2198,2019-06-03 17:34:09.3810,2019-06-03 18:10:47.6020,248,3376,33976,Subscriber,1955,1
481,2019-06-17 21:18:21.8370,2019-06-17 21:26:23.1800,325,334,33827,Subscriber,1961,1
504,2019-06-03 19:27:35.6440,2019-06-03 19:36:00.3390,3286,3320,32515,Subscriber,1995,1
1164,2019-06-08 14:55:53.6470,2019-06-08 15:15:18.3530,2002,161,18856,Subscriber,1986,1
589,2019-06-12 16:12:18.3920,2019-06-12 16:22:07.4470,3686,3255,32489,Subscriber,1994,1
299,2019-06-17 09:15:56.1980,2019-06-17 09:20:55.3470,472,501,35334,Subscriber,1991,1
322,2019-06-27 07:49:51.4350,2019-06-27 07:55:13.6960,473,293,29945,Subscriber,1980,1
1332,2019-06-17 10:26:23.5990,2019-06-17 10:48:35.9320,387,3723,29809,Customer,1989,1
547,2019-06-10 09:06:26.0210,2019-06-10 09:15:33.8690,458,482,31189,Subscriber,1980,2
1650,2019-06-15 23:00:21.8690,2019-06-15 23:27:52.4980,3166,346,30532,Subscriber,1954,2
1527,2019-06-11 22:01:53.0540,2019-06-11 22:27:20.1340,3244,3286,26730,Subscriber,1985,1
1448,2019-06-01 13:03:27.6270,2019-06-01 13:27:35.8070,3233,3288,16953,Customer,1979,1
519,2019-06-11 09:47:32.8650,2019-06-11 09:56:12.0950,331,337,19992,Subscriber,1994,1
592,2019-06-05 20:06:16.0420,2019-06-05 20:16:08.4240,503,519,26129,Subscriber,1978,1
500,2019-06-26 12:28:19.5070,2019-06-26 12:36:40.3470,445,403,32433,Customer,1969,0
1608,2019-06-15 15:23:26.4130,2019-06-15 15:50:14.7300,3100,3046,34181,Customer,1999,1
261,2019-06-16 11:03:43.5710,2019-06-16 11:08:04.9410,301,411,33682,Customer,1984,2
538,2019-06-14 21:39:15.0970,2019-06-14 21:48:13.5980,3170,3318,26909,Subscriber,1984,1
1034,2019-06-02 19:22:25.1950,2019-06-02 19:39:39.9240,259,426,15645,Subscriber,1958,1
2433,2019-06-26 08:55:37.2530,2019-06-26 09:36:10.3520,168,212,33628,Subscriber,1994,1
1015,2019-06-20 20:38:52.8710,2019-06-20 20:55:48.2220,3708,456,28459,Subscriber,1991,1
120,2019-06-20 13:37:36.7350,2019-06-20 13:39:36.8890,2003,545,34406,Subscriber,1994,1
811,2019-06-28 17:39:23.8550,2019-06-28 17:52:55.3000,161,266,25848,Subscriber,1983,2
692,2019-06-02 17:12:10.7380,2019-06-02 17:23:43.4740,3630,3541,31069,Subscriber,1989,2
200,2019-06-14 17:07:23.1110,2019-06-14 17:10:43.5700,423,469,15969,Subscriber,1961,1
188,2019-06-17 18:55:10.4860,2019-06-17 18:58:18.8930,3517,3522,17649,Subscriber,1977,1
375,2019-06-01 21:56:22.9040,2019-06-01 22:02:38.8290,528,455,15375,Subscriber,1973,1
598,2019-06-15 21:08:40.0010,2019-06-15 21:18:38.0540,492,174,28376,Subscriber,1990,1
506,2019-06-03 22:57:58.1100,2019-06-03 23:06:24.3330,3671,3391,14805,Customer,1969,0
259,2019-06-25 16:22:31.8860,2019-06-25 16:26:51.7610,402,168,20837,Subscriber,1974,1
187,2019-06-17 20:16:29.7540,2019-06-17 20:19:36.7660,3708,3463,18671,Subscriber,1974,1
748,2019-06-22 20:10:56.6800,2019-06-22 20:23:25.1720,3687,236,31653,Customer,1992,2
1447,2019-06-01 17:32:34.5370,2019-06-01 17:56:41.9840,382,3467,29916,Customer,1982,1
890,2019-06-11 18:14:51.4200,2019-06-11 18:29:41.4720,164,503,27994,Subscriber,1981,2
807,2019-06-25 08:53:39.9660,2019-06-25 09:07:07.0460,150,325,34299,Subscriber,1995,2
1107,2019-06-12 19:38:38.0370,2019-06-12 19:57:05.3630,3435,471,19464,Customer,1969,0
1195,2019-06-04 17:51:48.8720,2019-06-04 18:11:43.9180,2006,3294,28357,Customer,1965,2
408,2019-06-07 12:48:31.1250,2019-06-07 12:55:19.2410,3132,441,27028,Subscriber,1944,2
354,2019-06-01 10:58:46.9020,2019-06-01 11:04:41.4590,454,517,28610,Subscriber,1996,1
563,2019-06-25 16:31:37.0990,2019-06-25 16:41:00.3360,3376,164,39002,Subscriber,1991,1
1821,2019-06-02 11:38:37.7190,2019-06-02 12:08:58.9500,530,385,29089,Subscriber,1989,1
967,2019-06-04 19:22:13.8660,2019-06-04 19:38:21.5780,223,237,29743,Subscriber,1955,2
538,2019-06-12 21:07:24.7250,2019-06-12 21:16:23.5510,3165,3724,16924,Customer,1969,0
218,2019-06-16 12:34:05.3240,2019-06-16 12:37:44.1440,483,229,32385,Subscriber,1978,1
694,2019-06-23 00:27:40.0890,2019-06-23 00:39:15.0290,358,358,27031,Subscriber,1981,1
1246,2019-06-30 02:48:03.9720,2019-06-30 03:08:50.5020,224,481,27666,Subscriber,1966,1
162,2019-06-30 13:39:31.8160,2019-06-30 13:42:14.4960,339,411,27615,Subscriber,1993,1
126,2019-06-04 12:18:15.7560,2019-06-04 12:20:22.1260,3259,462,18127,Subscriber,1986,1
1655,2019-06-15 20:01:58.4460,2019-06-15 20:29:33.8470,380,513,19233,Subscriber,1984,1
1353,2019-06-21 19:48:36.2580,2019-06-21 20:11:10.2030,268,459,17826,Customer,1979,1
404,2019-06-26 18:20:58.1150,2019-06-26 18:27:42.6330,402,3788,30916,Subscriber,1988,1
7918,2019-06-20 14:17:55.3350,2019-06-20 16:29:53.6440,3156,3283,33587,Customer,1969,0
1571,2019-06-20 08:33:51.7400,2019-06-20 09:00:02.7580,473,479,32497,Subscriber,1961,1
435,2019-06-17 09:14:13.4240,2019-06-17 09:21:29.2420,168,461,33836,Subscriber,1989,2
316,2019-06-05 08:00:21.3920,2019-06-05 08:05:38.0170,3496,3318,18967,Subscriber,2002,1
344,2019-06-07 17:34:12.2400,2019-06-07 17:39:56.6500,3514,3721,19808,Subscriber,1987,1
1082,2019-06-25 17:34:55.2710,2019-06-25 17:52:57.6970,502,279,38358,Subscriber,1968,1
1024,2019-06-26 07:56:04.4830,2019-06-26 08:13:08.7900,116,520,21378,Subscriber,1993,1
538,2019-06-15 15:30:44.9910,2019-06-15 15:39:43.7300,3597,3561,21241,Subscriber,1966,1
1564,2019-06-06 08:21:46.0250,2019-06-06 08:47:50.3360,532,212,32568,Subscriber,1983,1
195,2019-06-05 18:30:41.9280,2019-06-05 18:33:57.4410,545,536,34077,Subscriber,1970,1
722,2019-06-21 20:36:54.2780,2019-06-21 20:48:56.5100,279,401,30568,Subscriber,1971,1
1003,2019-06-01 15:41:19.3070,2019-06-01 15:58:02.7820,3734,3312,25065,Subscriber,1988,2
2664,2019-06-14 17:28:22.8200,2019-06-14 18:12:47.5470,448,473,34412,Subscriber,1996,1
283,2019-06-05 17:56:53.1750,2019-06-05 18:01:36.4810,389,3093,31142,Subscriber,1984,1
175,2019-06-29 11:25:21.7910,2019-06-29 11:28:16.9700,3360,3167,32867,Subscriber,1987,2
888,2019-06-27 17:24:25.0350,2019-06-27 17:39:13.0650,347,3255,29767,Subscriber,1986,1
452,2019-06-10 07:20:14.2620,2019-06-10 07:27:47.0660,462,402,21623,Subscriber,1969,1
1716,2019-06-18 09:05:08.2360,2019-06-18 09:33:44.6210,3283,455,27806,Subscriber,1968,2
314,2019-06-02 20:40:43.9610,2019-06-02 20:45:57.9720,490,515,16178,Customer,1985,1
822,2019-06-15 16:13:15.5710,2019-06-15 16:26:57.8270,528,432,15784,Subscriber,1990,2
884,2019-06-04 19:39:16.2550,2019-06-04 19:54:00.3650,465,3165,34146,Subscriber,1960,1
733,2019-06-29 15:51:56.2450,2019-06-29 16:04:09.8760,531,411,15608,Subscriber,1954,1
455,2019-06-17 19:39:08.4810,2019-06-17 19:46:44.3720,382,116,27724,Customer,1984,1
286,2019-06-28 17:38:12.9510,2019-06-28 17:42:59.8490,167,501,18414,Customer,1992,1
382,2019-06-28 14:51:01.7130,2019-06-28 14:57:24.2420,335,3686,30811,Subscriber,1984,1
578,2019-06-04 23:06:58.6890,2019-06-04 23:16:37.3570,504,466,30077,Subscriber,1976,1
849,2019-06-25 08:47:52.6630,2019-06-25 09:02:01.9110,307,360,30320,Subscriber,1969,2
363,2019-06-24 19:40:25.5960,2019-06-24 19:46:29.2470,401,332,32201,Subscriber,1978,1
234,2019-06-17 18:29:18.1030,2019-06-17 18:33:12.5820,3787,421,30831,Subscriber,1986,1
349,2019-06-28 16:37:55.4770,2019-06-28 16:43:45.1800,3259,3472,17066,Customer,1996,1
325,2019-06-16 12:33:34.7680,2019-06-16 12:39:00.2440,3496,3497,21010,Subscriber,1992,2
901,2019-06-09 00:45:34.2140,2019-06-09 01:00:35.7010,2021,3154,26972,Subscriber,1974,1
595,2019-06-14 16:50:06.8130,2019-06-14 17:00:01.8240,3260,442,27672,Subscriber,1972,1
636,2019-06-06 10:34:42.4780,2019-06-06 10:45:19.2420,497,368,25794,Subscriber,1968,1
2025,2019-06-17 16:57:18.6190,2019-06-17 17:31:04.2140,3690,519,35176,Subscriber,1980,1
1037,2019-06-16 18:30:13.1870,2019-06-16 18:47:30.6510,472,423,29932,Subscriber,1969,1
594,2019-06-23 11:59:21.5090,2019-06-23 12:09:16.2270,356,151,25615,Subscriber,1989,1
958,2019-06-25 08:47:15.9610,2019-06-25 09:03:14.0440,3347,314,33161,Subscriber,1972,1
657,2019-06-01 12:31:36.9970,2019-06-01 12:42:34.4930,3311,391,34351,Subscriber,1993,2
230,2019-06-24 22:31:55.4560,2019-06-24 22:35:46.4240,3286,3327,27248,Subscriber,1989,1
326,2019-06-18 20:07:36.2400,2019-06-18 20:13:02.4000,422,3167,16355,Subscriber,2001,1
712,2019-06-07 02:41:42.3420,2019-06-07 02:53:34.7810,237,358,26936,Subscriber,2000,1
2914,2019-06-15 13:43:32.9180,2019-06-15 14:32:07.0520,217,398,27171,Customer,1961,2
692,2019-06-01 13:13:19.8930,2019-06-01 13:24:52.8500,525,495,32876,Subscriber,1962,1
412,2019-06-04 20:58:22.8560,2019-06-04 21:05:15.3620,3320,3521,34104,Subscriber,1986,1
1661,2019-06-30 13:59:03.8610,2019-06-30 14:26:45.4080,3002,346,38339,Customer,1983,2
909,2019-06-17 19:49:12.4620,2019-06-17 20:04:22.2260,3472,517,26381,Subscriber,1986,1
1533,2019-06-14 19:14:59.3520,2019-06-14 19:40:32.7260,354,3242,34358,Subscriber,1991,1
3292,2019-06-22 10:26:59.3700,2019-06-22 11:21:51.4690,2006,2006,34009,Customer,1969,0
2243,2019-06-26 19:29:46.1350,2019-06-26 20:07:09.1790,401,401,32135,Subscriber,1982,1
289,2019-06-24 04:43:02.7170,2019-06-24 04:47:52.4960,3691,3516,33420,Subscriber,1991,2
1860,2019-06-25 12:05:56.9430,2019-06-25 12:36:57.2000,325,3002,18839,Subscriber,1980,2
326,2019-06-20 14:50:17.7440,2019-06-20 14:55:43.8110,3108,3107,38347,Subscriber,1988,1
202,2019-06-30 20:25:44.6910,2019-06-30 20:29:07.4200,3721,3523,17649,Subscriber,1984,1
2088,2019-06-28 13:25:32.8660,2019-06-28 14:00:21.3230,195,417,30592,Subscriber,1969,1
702,2019-06-21 11:43:32.1090,2019-06-21 11:55:14.1780,3356,508,18063,Subscriber,1970,1
1322,2019-06-06 10:11:06.0610,2019-06-06 10:33:08.1170,167,281,18023,Subscriber,1992,2
848,2019-06-16 17:44:26.8860,2019-06-16 17:58:35.4240,507,368,29025,Subscriber,1990,1
449,2019-06-21 18:30:07.9270,2019-06-21 18:37:37.3850,380,128,18035,Subscriber,1998,1
822,2019-06-11 18:47:18.4430,2019-06-11 19:01:00.4580,223,3746,35156,Subscriber,1992,1
503,2019-06-14 07:19:48.3000,2019-06-14 07:28:12.0490,3341,3314,28054,Subscriber,1991,1
940,2019-06-18 09:52:47.9250,2019-06-18 10:08:27.9630,334,455,32552,Subscriber,1966,1
310,2019-06-22 00:17:36.6710,2019-06-22 00:22:47.0470,251,161,29033,Subscriber,1994,1
1061,2019-06-20 18:10:32.2520,2019-06-20 18:28:13.7500,462,3467,25338,Subscriber,1958,2
1546,2019-06-05 19:05:56.8460,2019-06-05 19:31:43.1920,502,402,16679,Subscriber,1960,2
406,2019-06-28 07:35:03.3470,2019-06-28 07:41:49.8790,458,3255,14923,Subscriber,1968,2
630,2019-06-03 09:12:51.0050,2019-06-03 09:23:21.5730,334,546,32280,Subscriber,1959,1
467,2019-06-19 08:49:30.4330,2019-06-19 08:57:17.6920,276,3746,34035,Subscriber,1994,2
1350,2019-06-04 14:29:15.0900,2019-06-04 14:51:45.1320,3165,3529,33435,Subscriber,1993,2
76,2019-06-11 03:06:48.5130,2019-06-11 03:08:04.7620,366,270,30207,Subscriber,1965,1
1098,2019-06-14 08:37:07.9010,2019-06-14 08:55:26.3620,417,520,27521,Subscriber,1980,1
797,2019-06-06 14:08:57.2810,2019-06-06 14:22:14.4080,3244,486,17139,Subscriber,1989,1
526,2019-06-23 18:53:53.6180,2019-06-23 19:02:39.8190,223,236,29179,Subscriber,1971,1
579,2019-06-05 14:35:47.7580,2019-06-05 14:45:27.7130,3131,3327,33841,Subscriber,1984,2
1077,2019-06-15 16:56:40.2350,2019-06-15 17:14:37.2500,3048,3674,25218,Subscriber,1992,1
129,2019-06-20 20:38:14.6290,2019-06-20 20:40:24.4210,347,358,28232,Subscriber,1991,1
